doctors,pharmacists,dentist,nurses,lab_scientists,midwifes,nurse_midwife,beds,state,ownership,registration_status,operational_days,ambulance_services
0,0,0,0,0,0,0,4,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,0,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,4,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,4,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,2,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,15,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week Except Sunday,0
0,0,0,0,0,0,0,3,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,6,Niger,Public,Unknown,"All Day of The Week Except Tuesday, Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,4,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Thursday, Sunday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,1,12,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,15,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,1,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,7,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
4,1,0,16,2,0,6,101,Niger,Public,Registered,All Day of The Week,1
0,0,0,1,0,2,2,2,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,4,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Thursday, Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,3,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,4,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,4,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,3,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,1,0,2,Niger,Public,Registered,All Day of The Week Except Sunday,0
0,0,0,0,0,0,0,3,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
2,0,0,11,1,1,6,75,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,3,Niger,Public,Registered,All Day of The Week Except Sunday,0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,4,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,3,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,4,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,1,12,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,1,0,0,8,Niger,Public,Registered,All Day of The Week,0
3,0,0,4,0,2,0,110,Niger,Public,Registered,All Day of The Week,1
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week Except Sunday,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,8,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,4,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,1,0,0,0,10,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,3,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,2,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
1,1,0,5,1,2,0,20,Niger,Public,Registered,All Day of The Week,0
0,0,0,1,0,0,0,2,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,0,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,3,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,1,0,6,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,0,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,0,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,6,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,2,0,6,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,0,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,3,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,0,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,1,0,4,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,0,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,0,Niger,Public,Registered,"All Day of The Week Except Monday, Sunday, Saturday",0
0,0,0,0,0,0,0,0,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,0,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,0,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,0,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,0,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,2,0,6,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,0,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,4,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,0,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,1,0,12,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,4,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,0,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,0,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,0,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,4,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,0,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,4,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,0,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,0,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,1,0,4,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,4,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,3,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Thursday, Sunday, Saturday",0
0,0,0,0,0,0,0,8,Niger,Public,Registered,"All Day of The Week Except Thursday, Sunday, Saturday",0
0,0,0,0,0,0,0,4,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,1,0,24,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,10,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,4,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Thursday, Sunday, Saturday",0
0,0,0,0,0,2,0,4,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,4,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,6,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,1,0,14,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,6,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,3,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,3,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,30,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,3,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,All Day of The Week Except Sunday,0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,3,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Thursday, Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,4,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,1,0,15,Niger,Public,Registered,All Day of The Week,0
0,0,0,1,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,4,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,3,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,1,0,12,Niger,Public,Unknown,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Unknown,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Unknown,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,3,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,10,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week Except Sunday,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,10,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,1,0,0,0,3,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,1,0,0,1,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,3,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,3,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,1,0,0,18,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,4,7,Niger,Public,Registered,All Day of The Week,1
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,4,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,4,7,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Thursday, Sunday, Saturday",0
0,0,0,0,0,0,0,3,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,1,13,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,4,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,3,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,4,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
2,2,0,5,2,5,0,89,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Private,Unknown,All Day of The Week,0
1,0,0,1,0,0,0,16,Niger,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,3,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,1,0,0,0,4,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,1,0,0,12,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,2,Niger,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Niger,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,4,Niger,Public,Unknown,All Day of The Week Except Sunday,0
0,0,0,0,0,1,0,6,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,4,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,4,Niger,Public,Registered,All Day of The Week,0
0,0,0,1,0,0,0,6,Niger,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,4,Niger,Private,Registered,All Day of The Week,0
0,0,0,0,0,1,0,4,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Niger,Public,Registered,All Day of The Week,0
0,0,0,1,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,4,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,7,Niger,Private,Registered,All Day of The Week Except Sunday,0
0,0,0,0,0,0,0,4,Niger,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,3,Niger,Public,Registered,All Day of The Week Except Sunday,0
0,0,0,0,0,0,0,5,Niger,Public,Registered,All Day of The Week,0
0,0,0,1,0,0,0,4,Niger,Private,Registered,All Day of The Week,0
